type,pro,ID
E,YDL195W,1552
E,YDL212W,3513
E,YDL225W,2474
E,YDL232W,5111
E,YDR027C,3200
E,YDR028C,3170
E,YDR054C,163
E,YDR080W,2755
E,YDR125C,4612
E,YDR129C,764
E,YDR142C,3058
E,YDR159W,1928
E,YDR164C,1955
E,YDR166C,2962
E,YDR170C,980
E,YDR172W,122
E,YDR182W,3829
E,YDR189W,2458
E,YDR195W,4356
E,YDR208W,1215
E,YDR212W,126
E,YDR238C,1248
E,YDR245W,2846
E,YDR254W,3799
E,YDR264C,2808
E,YDR265W,2832
E,YDR284C,2970
E,YDR297W,3387
E,YDR323C,2963
E,YDR329C,3158
E,YDR337W,299
E,YDR347W,566
E,YDR356W,2492
E,YDR376W,2104
E,YDR388W,936
E,YDR390C,761
E,YDR402C,2292
E,YDR414C,3417
E,YDR420W,4320
E,YDR432W,497
E,YDR436W,975
E,YDR446W,4475
E,YDR468C,2181
E,YDR483W,3788
E,YDR495C,2187
E,YDR498C,4016
E,YDR507C,2709
E,YDR523C,2810
E,YEL003W,1237
E,YEL013W,2236
E,YEL027W,875
E,YEL030W,666
E,YEL036C,3126
E,YEL037C,111
E,YEL050C,284
E,YER007W,3378
E,YER008C,3651
E,YER013W,1245
E,YER014W,2160
E,YER015W,1504
E,YER016W,1278
E,YER020W,1495
E,YER031C,806
E,YER107C,1190
E,YER109C,4460
E,YER111C,183
E,YER125W,77
E,YER133W,45
E,YER149C,3920
E,YER155C,1989
E,YER176W,1792
E,YFL009W,1524
E,YFL025C,3598
E,YFL029C,644
E,YFL036W,1513
E,YFL037W,113
E,YFL038C,717
E,YFL039C,0
E,YFL045C,264
E,YFR019W,799
E,YFR033C,1680
E,YFR051C,1527
E,YGL027C,2560
E,YGL028C,4637
E,YGL055W,267
E,YGL061C,4670
E,YGL071W,692
E,YGL073W,1140
E,YGL092W,2469
E,YGL095C,2281
E,YGL097W,867
E,YGL106W,842
E,YGL137W,1914
E,YGL145W,4103
E,YGL155W,3832
E,YGL167C,971
E,YGL173C,418
E,YGL180W,1033
E,YGL181W,1855
E,YGL190C,1382
E,YGL200C,2105
E,YGL210W,868
E,YGL212W,2055
E,YGL216W,1267
E,YGR008C,2497
E,YGR009C,2883
E,YGR036C,3314
E,YGR041W,4323
E,YGR078C,1614
E,YGR080W,3997
E,YGR098C,1413
E,YGR099W,3573
E,YGR105W,3879
E,YGR113W,4214
E,YGR120C,3718
E,YGR152C,882
E,YGR155W,451
E,YGR166W,3666
E,YGR172C,3104
E,YGR180C,1361
E,YGR188C,987
E,YGR195W,932
E,YGR214W,148
E,YGR216C,3897
E,YGR229C,2701
E,YGR253C,944
E,YHL007C,1667
E,YHL027W,726
E,YHL030W,3344
E,YHL031C,2577
E,YHL043W,5234
E,YHR004C,2438
E,YHR023W,404
E,YHR030C,179
E,YHR041C,3585
E,YHR084W,1967
E,YHR101C,4524
E,YHR102W,2713
E,YHR107C,2324
E,YHR119W,520
E,YHR129C,365
E,YHR132C,3561
E,YHR135C,1253
E,YHR158C,2656
E,YHR171W,707
E,YHR172W,2460
E,YHR187W,4908
E,YIL002C,3363
E,YIL004C,3285
E,YIL022W,1836
E,YIL026C,2902
E,YIL031W,1691
E,YIL034C,2498
E,YIL049W,4595
E,YIL051C,2903
E,YIL068C,2299
E,YIL085C,4885
E,YIL106W,3017
E,YIL115C,2448
E,YIL126W,330
E,YIL140W,3954
E,YIL142W,196
E,YIL146C,4177
E,YIL147C,2007
E,YIL150C,2425
E,YIL154C,5501
E,YIR004W,3190
E,YIR006C,2325
E,YIR019C,1991
E,YIR030C,4927
E,YJL013C,1857
E,YJL014W,240
E,YJL033W,150
E,YJL042W,4739
E,YJL053W,2123
E,YJL062W,2502
E,YJL080C,754
E,YJL095W,481
E,YJL099W,3721
E,YJL128C,1349
E,YJL165C,2016
E,YJL166W,2095
E,YJL174W,4757
E,YJL194W,619
E,YJL201W,4287
E,YJR017C,482
E,YJR034W,4152
E,YJR042W,2451
E,YJR051W,1851
E,YJR060W,1260
E,YJR065C,1568
E,YJR068W,848
E,YJR075W,3191
E,YJR076C,2249
E,YJR090C,1396
E,YJR092W,3575
E,YJR106W,4325
E,YJR137C,1747
E,YKL004W,3226
E,YKL007W,3543
E,YKL025C,3606
E,YKL048C,1946
E,YKL057C,3839
E,YKL080W,2681
E,YKL089W,4689
E,YKL092C,3048
E,YKL096W,3544
E,YKL110C,4063
E,YKL149C,3645
E,YKL184W,265
E,YKL185W,2703
E,YKL186C,4312
E,YKL190W,508
E,YKL196C,1651
E,YKL197C,2439
E,YKL203C,106
E,YKR001C,440
E,YKR004C,5210
E,YKR009C,1579
E,YKR031C,357
E,YKR048C,984
E,YKR054C,1240
E,YKR061W,4599
E,YKR068C,3151
E,YKR076W,1951
E,YKR082W,1466
E,YLL001W,759
E,YLL006W,3619
E,YLL021W,2606
E,YLL043W,1713
E,YLL050C,1307
E,YLR026C,2517
E,YLR075W,331
E,YLR078C,3207
E,YLR093C,2554
E,YLR148W,2394
E,YLR182W,158
E,YLR191W,3177
E,YLR200W,1457
E,YLR208W,953
E,YLR212C,1171
E,YLR229C,243
E,YLR240W,374
E,YLR249W,125
E,YLR262C,1293
E,YLR268W,1294
E,YLR288C,3032
E,YLR292C,3509
E,YLR299W,1980
E,YLR305C,575
E,YLR310C,1948
E,YLR314C,2017
E,YLR319C,3033
E,YLR330W,1932
E,YLR337C,3034
E,YLR342W,977
E,YLR353W,5385
E,YLR369W,539
E,YLR371W,1681
E,YLR372W,1241
E,YLR378C,127
E,YLR384C,1404
E,YLR390W,6156
E,YLR396C,2716
E,YLR399C,547
E,YLR429W,697
E,YLR433C,593
E,YLR436C,4081
E,YLR439W,1721
E,YLR443W,5352
E,YLR447C,1672
E,YML001W,741
E,YML008C,282
E,YML012W,2008
E,YML016C,723
E,YML031W,4643
E,YML048W,4725
E,YML085C,438
E,YML094W,727
E,YML097C,456
E,YML104C,3143
E,YML115C,4012
E,YML124C,491
E,YML130C,2377
E,YMR013C,3263
E,YMR016C,2985
E,YMR038C,1949
E,YMR047C,1933
E,YMR062C,2242
E,YMR079W,1353
E,YMR100W,4248
E,YMR116C,59
E,YMR128W,621
E,YMR138W,3534
E,YMR154C,2742
E,YMR165C,1755
E,YMR173W,3589
E,YMR176W,509
E,YMR197C,2759
E,YMR214W,1770
E,YMR224C,812
E,YMR231W,2341
E,YMR234W,597
E,YMR235C,1391
E,YMR238W,3866
E,YMR273C,3493
E,YMR287C,1493
E,YMR294W,4157
E,YMR307W,1172
E,YNL001W,1693
E,YNL020C,2884
E,YNL025C,1473
E,YNL029C,4785
E,YNL032W,3937
E,YNL054W,4539
E,YNL064C,524
E,YNL076W,4304
E,YNL079C,1619
E,YNL084C,1804
E,YNL090W,1443
E,YNL093W,1775
E,YNL106C,2442
E,YNL126W,2397
E,YNL138W,2626
E,YNL142W,1607
E,YNL148C,3750
E,YNL153C,1158
E,YNL154C,1659
E,YNL172W,2731
E,YNL188W,3856
E,YNL192W,1641
E,YNL197C,325
E,YNL219C,3053
E,YNL225C,3639
E,YNL229C,427
E,YNL233W,2967
E,YNL236W,3394
E,YNL243W,1923
E,YNL252C,2034
E,YNL271C,441
E,YNL287W,1642
E,YNL298W,994
E,YNL307C,110
E,YNL322C,3383
E,YNL329C,2146
E,YNR003C,1670
E,YNR006W,1387
E,YNR007C,2693
E,YNR026C,2986
E,YNR030W,3365
E,YNR031C,2945
E,YOL001W,2773
E,YOL018C,1716
E,YOL023W,302
E,YOL025W,5693
E,YOL044W,4470
E,YOL052C,2571
E,YOL076W,3520
E,YOL096C,1208
E,YOL115W,1950
E,YOL116W,4366
E,YOL145C,594
E,YOL147C,2893
E,YOR008C,2791
E,YOR014W,1044
E,YOR030W,4557
E,YOR035C,3035
E,YOR036W,1369
E,YOR058C,2092
E,YOR061W,452
E,YOR069W,2259
E,YOR075W,3403
E,YOR089C,1398
E,YOR092W,4584
E,YOR098C,2733
E,YOR099W,4728
E,YOR106W,2120
E,YOR109W,2627
E,YOR122C,1393
E,YOR127W,1399
E,YOR132W,2487
E,YOR140W,2432
E,YOR158W,3565
E,YOR181W,2695
E,YOR195W,3367
E,YOR198C,1982
E,YOR211C,1087
E,YOR257W,651
E,YOR265W,4239
E,YOR270C,1262
E,YOR299W,4350
E,YOR322C,4086
E,YOR326,d
E,YOR329C,4503
E,YOR332W,2328
E,YOR336W,2221
E,YOR341W,20
E,YOR349W,2566
E,YOR363C,5241
E,YPL018W,2696
E,YPL021W,2753
E,YPL031C,95
E,YPL032C,4308
E,YPL042C,1257
E,YPL045W,3373
E,YPL049C,2960
E,YPL050C,3672
E,YPL053C,4351
E,YPL057C,2988
E,YPL065W,3006
E,YPL084W,2419
E,YPL129W,1756
E,YPL132W,2387
E,YPL149W,2343
E,YPL155C,1665
E,YPL161C,3681
E,YPL172C,1098
E,YPL175W,2793
E,YPL203W,585
E,YPL209C,462
E,YPL234C,1627
E,YPL241C,3699
E,YPL242C,2076
E,YPL255W,4369
E,YPL268W,2011
E,YPR024W,703
E,YPR054W,925
E,YPR069C,915
E,YPR103W,1411
E,YPR122W,3335
E,YPR135W,1678
E,YPR141C,757
E,YPR159W,3481
E,YPR166C,931
E,YPR173C,2608
E,YPR181C,1309
E,YBL071W-A,4296
E,YCL005W-A,3775
E,YCR028C-A,4801
E,YDR322C-A,3201
E,YDR363W-A,2423
E,YFL034C-B,4059
E,YHR001W-A,4215
E,YHR005C-A,1037
E,YHR021W-A,5631
E,YHR039C-A,3041
E,YKL096W-A,3913
E,YLR390W-A,4796
E,YML081C-A,3678
F,YAL015C,820
F,YAL021C,1416
F,YAL026C,1744
F,YAL041W,2111
F,YAL062W,1175
F,YBL093C,3624
F,YBR015C,3497
F,YBR036C,3357
F,YBR082C,459
F,YBR103W,968
F,YBR127C,893
F,YBR131W,4005
F,YBR166C,1773
F,YBR173C,2522
F,YBR217W,3124
F,YBR290W,3234
F,YBR294W,3986
F,YCL035C,2421
F,YCL063W,4545
F,YCR008W,1893
F,YCR009C,1450
F,YCR017C,3222
F,YCR021C,2804
F,YCR034W,2180
F,YCR037C,3296
F,YCR044C,3094
F,YCR047C,688
F,YCR081W,2794
F,YCR094W,3057
F,YDL120W,2038
F,YDL128W,4111
F,YDL185W,607
F,YDL192W,136
F,YDL212W,3513
F,YDR011W,2806
F,YDR072C,3386
F,YDR077W,3613
F,YDR182W,3829
F,YDR213W,2872
F,YDR227W,2969
F,YDR256C,246
F,YDR293C,730
F,YDR323C,2963
F,YDR353W,617
F,YDR388W,936
F,YDR423C,3139
F,YDR427W,3257
F,YDR513W,1835
F,YDR515W,2756
F,YEL027W,875
F,YER042W,950
F,YER057C,3202
F,YFL038C,717
F,YFR052W,1940
F,YGL006W,1191
F,YGL071W,692
F,YGL167C,971
F,YGL173C,418
F,YGL180W,1033
F,YGL227W,2526
F,YGL255W,2543
F,YGR092W,1685
F,YGR105W,3879
F,YGR191W,4261
F,YGR217W,1331
F,YHR030C,179
F,YHR051W,1746
F,YHR060W,4104
F,YHR171W,707
F,YHR175W,3601
F,YHR206W,242
F,YIL033C,178
F,YIL046W,2043
F,YIL075C,1263
F,YIL153W,2578
F,YIR017C,3602
F,YIR038C,807
F,YJL057C,1788
F,YJL077C,6151
F,YJL095W,481
F,YJL101C,1789
F,YJL121C,275
F,YJL159W,3062
F,YJR045C,320
F,YJR059W,1780
F,YJR065C,1568
F,YJR090C,1396
F,YJR104C,169
F,YKL028W,3410
F,YKL073W,788
F,YKL080W,2681
F,YKL093W,3114
F,YKL114C,1591
F,YKL210W,517
F,YLL039C,3
F,YLL060C,1547
F,YLR092W,3082
F,YLR138W,2537
F,YLR148W,2394
F,YLR337C,3034
F,YLR399C,547
F,YLR447C,1672
F,YML007W,1023
F,YML028W,115
F,YML115C,4012
F,YML121W,2674
F,YMR021C,3588
F,YMR022W,2649
F,YMR035W,2953
F,YMR037C,218
F,YMR038,g
F,YMR173W,3589
F,YMR231W,2341
F,YMR243C,2538
F,YMR273,a
F,YMR301C,2176
F,YNL027W,988
F,YNL066W,4540
F,YNL138W,2626
F,YNL241C,194
F,YNL259C,3564
F,YNR052C,2581
F,YOL052C,2571
F,YOL081W,1216
F,YOL096C,1208
F,YOL122C,2583
F,YOR018W,3794
F,YOR031W,3461
F,YOR043W,2705
F,YOR231W,2018
F,YOR316C,2428
F,YOR360C,1736
F,YPL045W,3373
F,YPL050C,3672
F,YPL057C,2988
F,YPL091W,288
F,YPL140C,2303
F,YPL149W,2343
F,YPL154C,702
F,YPL163C,4647
F,YPL177C,3752
F,YPR124W,4855
F,YPR173C,2608
F,YPR185W,3102
F,YPR199C,4133
F,YPR200C,2468
F,YPR201W,3904
G,YAL051W,4920
G,YBL082C,3077
G,YBR015C,3497
G,YBR036C,3357
G,YBR081C,729
G,YBR265W,3941
G,YCR028C,4071
G,YCR034W,2180
G,YCR048W,2157
G,YCR098C,4054
G,YDL078C,278
G,YDL142C,1273
G,YDL232W,5111
G,YDR123C,2726
G,YDR164C,1955
G,YDR170C,980
G,YDR245W,2846
G,YDR294C,2319
G,YDR297W,3387
G,YDR331W,3397
G,YEL030W,666
G,YEL036C,3126
G,YEL037C,111
G,YER003C,1507
G,YER015W,1504
G,YER026C,1808
G,YFL005W,1170
G,YGL055W,267
G,YHL020C,2690
G,YHR042W,901
G,YIL153W,2578
G,YJL134W,3618
G,YJL196C,3668
G,YJR073C,1902
G,YKR053C,4078
G,YLR372W,1241
G,YML008C,282
G,YML075C,1865
G,YMR015C,1580
G,YMR272C,698
G,YNL280C,2995
G,YOR196C,1542
G,YOR317W,1867
G,YPL057C,2988
G,YPL069C,1233
G,YPL175W,2793
H,YAL016W,934
H,YAL019W,1853
H,YAR050W,3336
H,YBL008W,2053
H,YBL023C,959
H,YBL042C,3968
H,YBL084C,652
H,YBL088C,654
H,YBL105C,227
H,YBR009C,108
H,YBR010W,25
H,YBR021W,2783
H,YBR029C,1296
H,YBR057C,4788
H,YBR073W,1187
H,YBR081C,729
H,YBR083W,1763
H,YBR087W,935
H,YBR088C,92
H,YBR098W,3525
H,YBR103W,968
H,YBR112C,204
H,YBR114W,1258
H,YBR136W,109
H,YBR160W,6
H,YBR195C,1506
H,YBR202W,1009
H,YBR203W,4747
H,YBR253W,3926
H,YBR272C,4634
H,YBR275C,3948
H,YBR279W,3414
H,YCL054W,399
H,YCR066W,1870
H,YCR077C,2318
H,YCR092C,2206
H,YCR094W,3057
H,YDL003W,989
H,YDL017W,1371
H,YDL042C,356
H,YDL059C,2600
H,YDL101C,751
H,YDL102W,887
H,YDL108W,1807
H,YDL200C,1556
H,YDL220C,2623
H,YDR030C,3441
H,YDR076W,2795
H,YDR097C,1290
H,YDR108W,2194
H,YDR138W,3185
H,YDR182W,3829
H,YDR207C,1291
H,YDR217C,613
H,YDR227W,2969
H,YDR311W,2747
H,YDR364C,1706
H,YDR369C,4459
H,YDR419W,1432
H,YDR432W,497
H,YDR439W,4139
H,YDR440W,2493
H,YDR457W,395
H,YDR499W,2971
H,YEL019C,2558
H,YEL032W,1065
H,YEL037C,111
H,YEL063C,1317
H,YER013W,1245
H,YER022W,3528
H,YER095W,27
H,YER142C,2926
H,YER148W,304
H,YER151C,1417
H,YER162C,2646
H,YER164W,363
H,YER171W,787
H,YER173W,1238
H,YER179W,221
H,YFL036W,1513
H,YFR052W,1940
H,YGL013C,2161
H,YGL033W,3326
H,YGL035C,822
H,YGL043W,1116
H,YGL048C,367
H,YGL058W,184
H,YGL087C,1656
H,YGL090W,4565
H,YGL115W,458
H,YGL127C,2711
H,YGL163C,674
H,YGL173C,418
H,YGL249W,4428
H,YGR047C,3860
H,YGR063C,2416
H,YGR116W,339
H,YGR144W,3456
H,YGR158C,1107
H,YGR180C,1361
H,YGR197C,4995
H,YGR258C,1041
H,YHL022C,1319
H,YHR041C,3585
H,YHR062C,2070
H,YHR069C,1287
H,YHR084W,1967
H,YHR118C,4581
H,YHR119W,520
H,YHR157W,4953
H,YHR164C,752
H,YIL010W,1385
H,YIL033C,178
H,YIL072W,2966
H,YIL128W,1477
H,YIL143C,1768
H,YIL150C,2425
H,YIR008C,1668
H,YJL081C,1075
H,YJL090C,1953
H,YJL092W,635
H,YJL115W,650
H,YJL127C,1837
H,YJL173C,3837
H,YJL194W,619
H,YJL203W,1794
H,YJL208C,1968
H,YJR006W,2461
H,YJR021C,4417
H,YJR035W,966
H,YJR043C,2769
H,YJR046W,4378
H,YJR052W,2535
H,YJR068W,848
H,YJR073C,1902
H,YKL112W,1078
H,YKL113C,346
H,YKL114C,1591
H,YKL139W,1366
H,YKL145W,419
H,YKR019C,2770
H,YKR095W,1952
H,YLL004W,2597
H,YLL036C,696
H,YLR005W,2641
H,YLR032W,858
H,YLR055C,2510
H,YLR098C,3957
H,YLR103C,1909
H,YLR233C,1499
H,YLR234W,159
H,YLR263W,4128
H,YLR274W,664
H,YLR288C,3032
H,YLR399C,547
H,YLR418C,1458
H,YLR442C,780
H,YLR453C,4468
H,YML007W,1023
H,YML010W,884
H,YML032C,742
H,YML043C,2751
H,YML060W,2129
H,YML061C,1446
H,YML095C,2251
H,YML102W,2130
H,YMR035,b
H,YMR106C,1572
H,YMR137C,2253
H,YMR179W,4023
H,YMR190C,370
H,YMR201C,2565
H,YMR224C,812
H,YMR263W,3470
H,YMR280,c
H,YMR287C,1493
H,YNL021W,774
H,YNL030W,142
H,YNL031C,11
H,YNL082W,1906
H,YNL088W,12
H,YNL139C,1688
H,YNL186W,1138
H,YNL216W,1080
H,YNL222W,2613
H,YNL236W,3394
H,YNL250W,954
H,YNL261W,1971
H,YNL312W,1250
H,YNL330C,160
H,YOL004W,637
H,YOL006C,596
H,YOL090W,1219
H,YOL115W,1950
H,YOL148C,3054
H,YOR038C,1848
H,YOR061W,452
H,YOR116C,67
H,YOR211C,1087
H,YOR217W,1898
H,YOR298W,4985
H,YOR344C,2073
H,YPL022W,1762
H,YPL082C,1771
H,YPL086C,343
H,YPL121C,4617
H,YPL153C,324
H,YPL167C,1585
H,YPL175W,2793
H,YPL194W,3293
H,YPL204W,543
H,YPR018W,2277
H,YPR019W,1197
H,YPR086W,1226
H,YPR135W,1678
H,YPR141C,757
H,YER044C-A,5102
H,YHR079C-A,4781
H,YIL009C-A,4105
I,YAL021C,1416
I,YBL005W,2859
I,YBL043W,4633
I,YBL105C,227
I,YBR065C,2879
I,YBR082C,459
I,YBR131W,4005
I,YCL004W,1347
I,YCL025C,3643
I,YCL063W,4545
I,YCR009C,1450
I,YCR017C,3222
I,YCR028C,4071
I,YCR077C,2318
I,YCR081W,2794
I,YCR094W,3057
I,YCR106W,3859
I,YDL006W,906
I,YDL160C,269
I,YDL185W,607
I,YDL194W,910
I,YDR160W,3989
I,YDR225W,373
I,YDR264C,2808
I,YDR293C,730
I,YDR508C,3350
I,YEL036C,3126
I,YEL037C,111
I,YER056C,2765
I,YER125W,77
I,YER129W,2925
I,YER155C,1989
I,YFL031W,1516
I,YFR029W,4591
I,YFR052W,1940
I,YGL008C,305
I,YGL013C,2161
I,YGL022W,1785
I,YGL048C,367
I,YGL103W,217
I,YGL178W,1630
I,YGR055W,2282
I,YGR057C,3861
I,YGR092W,1685
I,YGR121C,2006
I,YGR195W,932
I,YGR213C,4592
I,YGR218W,102
I,YGR252W,211
I,YGR281W,992
I,YHR027C,791
I,YHR030C,179
I,YHR077C,1508
I,YHR141C,1384
I,YHR200W,603
I,YIL146C,4177
I,YIL147C,2007
I,YIL153W,2578
I,YIL154C,5501
I,YIR030C,4927
I,YJL059W,4657
I,YJL128C,1349
I,YJR059W,1780
I,YJR069C,485
I,YKL032C,1254
I,YKL113C,346
I,YKL213C,1748
I,YLL002W,1759
I,YLL039C,3
I,YLR056W,2046
I,YLR237W,3749
I,YLR288C,3032
I,YLR303W,1485
I,YLR305C,575
I,YLR342W,977
I,YLR353W,5385
I,YLR371W,1681
I,YLR397C,469
I,YLR450W,2308
I,YLR451W,3229
I,YML004C,180
I,YML008C,282
I,YML116W,1592
I,YML130C,2377
I,YMR080C,552
I,YMR106C,1572
I,YMR173W,3589
I,YMR176W,509
I,YMR234W,597
I,YMR263W,3470
I,YMR307,f
I,YNL006W,1562
I,YNL032W,3937
I,YNL076W,4304
I,YNL088W,12
I,YNL162W,1166
I,YNL219C,3053
I,YNL236W,3394
I,YNL238W,872
I,YNL239W,3155
I,YNL277W,1805
I,YNL287W,1642
I,YNL330C,160
I,YNR031C,2945
I,YNR052C,2581
I,YOL004W,637
I,YOL020W,3472
I,YOL076W,3520
I,YOL116W,4366
I,YOR008C,2791
I,YOR040W,1998
I,YOR133W,51
I,YOR153W,1682
I,YOR162C,3751
I,YOR181W,2695
I,YOR266W,5154
I,YOR386W,1164
I,YPL084W,2419
I,YPL089C,1420
I,YPL092W,2968
I,YPR042C,2589
I,YPR062W,3165
I,YPR164W,3711
I,YKL096W-A,3913
J,YBL024W,293
J,YBR110W,2860
J,YBR143C,279
J,YBR243C,1188
J,YCR073C,3703
J,YDL194W,910
J,YDL232W,5111
J,YDR021W,149
J,YDR025W,425
J,YDR087C,634
J,YDR454C,71
J,YDR498C,4016
J,YEL030W,666
J,YER176W,1792
J,YFL031W,1516
J,YGL058W,184
J,YGL123W,174
J,YGR072W,2534
J,YGR118W,368
J,YGR195W,932
J,YGR281W,992
J,YHL030W,3344
J,YHR132C,3561
J,YIL147C,2007
J,YIL154C,5501
J,YJL165C,2016
J,YJR075W,3191
J,YJR137C,1747
J,YKR009C,1579
J,YLR249W,125
J,YLR390W,6156
J,YML048W,4725
J,YML115C,4012
J,YMR128W,621
J,YMR176W,509
J,YMR234W,597
J,YNL244C,1103
J,YNR003C,1670
J,YOL116W,4366
J,YOR008C,2791
J,YPL053C,4351
J,YPR042C,2589
J,YPR132W,500
K,YBR069C,3309
K,YCR034W,2180
K,YDR099W,231
K,YDR155C,294
K,YER177W,120
K,YHR060W,4104
K,YIL153W,2578
K,YJR066W,30
K,YKL124W,3287
K,YKL203C,106
K,YLR342W,977
K,YLR433C,593
K,YNL135C,562
K,YPL152W,3101
